timestamp,label,node,avg_cpu,avg_mem,net_bytes_in,net_bytes_out,exec_count,unique_process_count,tmp_exec_count,outbound_connect_count,mining_port_count,syscall_feature_vector
1772027088,normal,sw-wk2,0.21051754034947479,0.42789081273771823,5.135387488328664,5.002000800320127,0,0,0,0,0,{}
1772027088,normal,sw-wk3,0.12431261456424014,0.30871341725416557,0.0,0.0,0,0,0,0,0,{}
1772027098,normal,k3s-wk1,0.228180091312027,0.5894269197313896,0.0,0.0,0,0,0,0,0,{}
1772027098,normal,sw-wk2,0.15388718495799458,0.42825484984961093,0.0,0.0,0,0,0,0,0,{}
1772027098,normal,sw-wk3,0.12431261456424014,0.30871341725416557,0.0,0.0,0,0,0,0,0,{}
1772027108,normal,k3s-wk1,0.228180091312027,0.5894269197313896,0.0,0.0,0,0,0,4,0,"{""process_kprobe"": 4}"
1772027108,normal,sw-wk2,0.15388718495799458,0.42825484984961093,0.0,0.0,0,0,0,0,0,{}
1772027108,normal,sw-wk3,0.19186531088514736,0.31167146744752294,0.0,0.0,0,0,0,0,0,{}
1772027118,normal,k3s-wk1,0.2104707620857078,0.5211333958845181,0.0,0.0,0,0,0,0,0,"{""process_exit"": 1}"
1772027118,normal,sw-wk2,0.15388718495799458,0.42825484984961093,0.0,0.0,0,0,0,0,0,{}
1772027118,normal,sw-wk3,0.19186531088514736,0.31167146744752294,0.0,0.0,0,0,0,0,0,{}
1772027128,normal,k3s-wk1,0.21047076208570747,0.5211333958845181,0.0,0.0,1,1,0,1,0,"{""process_exec"": 1, ""process_kprobe"": 1}"
1772027128,normal,sw-wk2,0.18416666666666592,0.4286586724382132,0.0,0.0,0,0,0,0,0,{}
1772027128,normal,sw-wk3,0.19186531088514736,0.31167146744752294,0.0,0.0,0,0,0,0,0,{}
1772027138,normal,k3s-wk1,0.2104707620857078,0.5211333958845181,0.0,0.0,0,0,0,0,0,{}
1772027138,normal,sw-wk2,0.18416666666666592,0.4286586724382132,0.0,0.0,0,0,0,0,0,{}
1772027138,normal,sw-wk3,0.13349999999999607,0.3118942661170966,0.0,0.0,0,0,0,0,0,{}
1772027148,normal,k3s-wk1,0.1786408845918781,0.6190856560834097,173.16219369894984,86.3810635105851,0,0,0,0,0,{}
1772027148,normal,sw-wk2,0.18416666666666592,0.4286586724382132,0.0,0.0,0,0,0,0,0,{}
1772027148,normal,sw-wk3,0.13349999999999607,0.3118942661170966,0.0,0.0,0,0,0,0,0,{}
1772027158,normal,k3s-wk1,0.1786408845918781,0.6190856560834097,173.16219369894984,86.3810635105851,0,0,0,0,0,{}
1772027158,normal,sw-wk2,0.14122073857014528,0.42932706844693413,0.0,0.0,0,0,0,0,0,{}
1772027158,normal,sw-wk3,0.13349999999999607,0.3118942661170966,0.0,0.0,0,0,0,0,0,{}
1772027168,normal,k3s-wk1,0.1786408845918781,0.6190856560834097,173.1621936989498,86.3810635105851,0,0,0,3,0,"{""process_exit"": 1, ""process_kprobe"": 3}"
1772027168,normal,sw-wk2,0.14122073857014528,0.42932706844693413,0.0,0.0,0,0,0,0,0,{}
1772027168,normal,sw-wk3,0.20316666666666738,0.312859063927304,0.0,0.0,0,0,0,0,0,{}
1772027178,normal,k3s-wk1,0.2245505324760395,0.5082332009932742,1.9988673085251694,1.9988673085251694,0,0,0,0,0,{}
1772027178,normal,sw-wk2,0.14122073857014528,0.42932706844693413,0.0,0.0,0,0,0,0,0,{}
1772027178,normal,sw-wk3,0.2031666666666676,0.312859063927304,0.0,0.0,0,0,0,0,0,{}
1772027188,normal,k3s-wk1,0.2245505324760395,0.5082332009932742,1.9988673085251694,1.9988673085251694,1,1,0,1,0,"{""process_kprobe"": 1, ""process_exec"": 1}"
1772027188,normal,sw-wk2,0.1781461592341822,0.43010288524277096,0.0,0.0,0,0,0,0,0,{}
1772027188,normal,sw-wk3,0.2031666666666676,0.312859063927304,0.0,0.0,0,0,0,0,0,{}
1772027198,normal,k3s-wk1,0.2245505324760395,0.5082332009932742,1.9988673085251694,1.9988673085251694,0,0,0,0,0,{}
1772027198,normal,sw-wk2,0.1781461592341822,0.43010288524277096,0.0,0.0,0,0,0,0,0,{}
1772027198,normal,sw-wk3,0.19390849411843303,0.3125467479351337,0.0,0.0,0,0,0,0,0,{}
1772027208,normal,k3s-wk1,0.23649099399599782,0.6003203006667885,4.136090727151434,4.00266844563042,0,0,0,0,0,{}
1772027208,normal,sw-wk2,0.1781461592341822,0.43010288524277096,0.0,0.0,0,0,0,0,0,{}
