node,timestamp,cpu,mem,net_out,net_in,latency
kind-worker2,1768909902.8655539,1.2,20.4,1316296,2380298,3.678560256958008
kind-worker,1768909907.8124566,1.5,20.4,1317571,2382095,3.8237571716308594
kind-worker2,1768909907.8718045,1.5,20.4,1316843,2381297,3.2422542572021484
kind-worker,1768909912.822878,1.2,20.4,1318202,2383178,3.719806671142578
kind-worker2,1768909912.8842404,1.2,20.4,1317390,2382296,3.7641525268554688
kind-worker,1768909917.8283238,1.4,20.4,1318749,2384177,3.12042236328125
kind-worker2,1768909917.8915348,1.3,20.4,1317937,2383295,3.055572509765625
kind-worker,1768909922.8377843,1.2,20.4,1319296,2385176,3.2324790954589844
kind-worker2,1768909922.9022126,1.1,20.4,1318484,2384294,3.2320022583007812
kind-worker,1768909927.842613,1.3,20.4,1319843,2386175,3.6728382110595703
kind-worker2,1768909927.911793,1.3,20.4,1319031,2385293,3.4637451171875
kind-worker,1768909930.572931,1.1,20.4,1320390,2387174,10.82468032836914
kind-worker2,1768909930.6397986,1.1,20.4,1319662,2386376,3.144502639770508
kind-worker,1768909935.5956438,1.5,20.4,1320937,2388173,18.207311630249023
kind-worker2,1768909935.6489973,1.5,20.4,1320209,2387375,3.164052963256836
kind-worker,1768909940.6064823,1.3,20.4,1321484,2389172,4.032373428344727
kind-worker2,1768909940.6560128,1.3,20.4,1320756,2388374,3.6449432373046875
kind-worker,1768909945.6114416,1.5,20.4,1322031,2390171,2.8929710388183594
kind-worker2,1768909945.6697638,1.5,20.4,1321303,2389373,4.787445068359375
kind-worker,1768909950.6222856,1.3,20.4,1322578,2391170,4.027843475341797
kind-worker2,1768909950.675525,1.3,20.4,1321850,2390372,3.547191619873047
kind-worker,1768909955.6334617,1.7,20.4,1323167,2392211,4.097461700439453
kind-worker2,1768909955.6844897,1.7,20.4,1322397,2391371,2.9604434967041016
kind-worker,1768909960.6495621,1.3,20.4,1323756,2393252,13.503313064575195
kind-worker2,1768909960.693493,1.3,20.4,1322944,2392370,2.9387474060058594
kind-worker,1768909963.4008899,1.4,20.4,1324303,2394251,4.277706146240234
kind-worker2,1768909963.4434872,1.4,20.4,1323491,2393369,3.7317276000976562
kind-worker,1768909968.4152076,1.4,20.4,1324850,2395250,12.555122375488281
kind-worker2,1768909968.4544039,1.4,20.4,1324080,2394410,4.080772399902344
kind-worker,1768909973.423183,1.5,20.4,1325397,2396249,3.487825393676758
kind-worker2,1768909973.4615476,1.5,20.4,1324669,2395451,3.6554336547851562
kind-worker,1768909978.4296145,1.3,20.4,1325944,2397248,3.526449203491211
kind-worker2,1768909978.4721887,1.2,20.4,1325216,2396450,4.302740097045898
kind-worker,1768909983.4397223,1.4,20.4,1326491,2398247,3.557920455932617
kind-worker2,1768909983.4766364,1.5,20.4,1325763,2397449,2.9592514038085938
kind-worker,1768909988.4502208,1.3,20.4,1327038,2399246,3.846883773803711
kind-worker2,1768909988.4856296,1.3,20.4,1326310,2398448,3.7076473236083984
kind-worker,1768909991.5291028,1.3,20.4,1327585,2400245,2.9668807983398438
kind-worker2,1768909991.5611641,1.3,20.4,1326857,2399447,3.2532215118408203
kind-worker,1768909996.540077,1.2,20.4,1328174,2401286,4.282951354980469
kind-worker2,1768909996.579623,1.3,20.4,1327404,2400446,12.192249298095703
kind-worker,1768910001.5497549,1.2,20.4,1328721,2402285,3.0744075775146484
kind-worker2,1768910001.5896358,1.2,20.4,1327951,2401445,3.5626888275146484
kind-worker,1768910006.5568552,1.2,20.4,1329310,2403326,3.0739307403564453
kind-worker2,1768910006.6166875,1.2,20.4,1328498,2402444,20.09725570678711
kind-worker,1768910011.5675359,1.5,20.4,1329857,2404325,4.297494888305664
kind-worker2,1768910011.6280043,1.5,20.4,1329087,2403485,4.387140274047852
kind-worker,1768910016.5788715,1.3,20.4,1330404,2405324,4.404306411743164
kind-worker2,1768910016.6395428,1.3,20.4,1329676,2404526,4.732608795166016
kind-worker,1768910019.1599014,1.6,20.4,1330951,2406323,3.9739608764648438
kind-worker2,1768910019.2173738,1.5,20.4,1330223,2405525,4.455804824829102
kind-worker,1768910024.1711206,1.2,20.4,1331498,2407322,3.754138946533203
kind-worker2,1768910024.2297516,1.2,20.4,1330770,2406524,4.187583923339844
kind-worker,1768910029.1994677,1.5,20.4,1332045,2408321,19.04010772705078
kind-worker2,1768910029.2385197,1.5,20.4,1331317,2407523,4.069805145263672
kind-worker,1768910034.2052257,1.1,20.4,1332592,2409320,3.640413284301758
kind-worker2,1768910034.2493448,1.1,20.4,1331864,2408522,4.0149688720703125
kind-worker,1768910039.213094,1.5,20.4,1333181,2410361,3.4646987915039062
kind-worker2,1768910039.2625275,1.5,20.4,1332411,2409521,11.767387390136719
kind-worker,1768910044.224902,1.0,20.4,1333728,2411360,3.8247108459472656
kind-worker2,1768910044.2683964,1.0,20.4,1332958,2410520,3.519773483276367
kind-worker,1768910049.2345448,1.2,20.4,1334317,2412401,3.3915042877197266
kind-worker2,1768910049.2785199,1.2,20.4,1333505,2411519,3.3020973205566406
kind-worker,1768910052.168955,1.2,20.4,1334864,2413400,3.9370059967041016
kind-worker2,1768910052.2105746,1.2,20.4,1334094,2412560,3.3638477325439453
kind-worker,1768910057.1776493,1.4,20.4,1335411,2414399,2.7937889099121094
kind-worker2,1768910057.220308,1.4,20.4,1334683,2413601,2.942800521850586
kind-worker,1768910062.1864898,1.3,20.4,1335958,2415398,3.3540725708007812
kind-worker2,1768910062.22521,1.3,20.4,1335230,2414600,3.0417442321777344
